equity_curve,predicted,actual
4.051092137489732e-16,buy,buy
4.0105366419480456e-16,buy,buy
3.9703871475938936e-16,buy,buy
3.9306395899481697e-16,buy,buy
3.89128994522128e-16,buy,buy
3.8523342299058e-16,buy,buy
3.8137685003732103e-16,buy,buy
3.7755888524746687e-16,buy,buy
3.7377914211457783e-16,buy,buy
3.700372380015314e-16,buy,buy
3.6633279410178633e-16,buy,buy
3.6266543540103496e-16,buy,buy
3.590347906392389e-16,buy,buy
3.5544049227304513e-16,buy,buy
3.518821764385782e-16,buy,buy
3.483594829146051e-16,buy,buy
3.448720550860685e-16,buy,buy
3.414195399079857e-16,buy,buy
3.380015878697082e-16,buy,buy
3.346178529595398e-16,buy,buy
3.3126799262970833e-16,buy,buy
3.2795166776168836e-16,buy,buy
3.246685426318711e-16,buy,buy
3.214182848775778e-16,buy,buy
3.182005654634135e-16,buy,buy
3.150150586479576e-16,buy,buy
3.118614419507877e-16,buy,buy
3.0873939611983403e-16,buy,buy
3.0564860509906017e-16,buy,buy
3.025887559964677e-16,buy,buy
2.995595390524208e-16,buy,buy
2.965606476082884e-16,buy,buy
2.9359177807539986e-16,buy,buy
2.906526299043117e-16,buy,buy
2.8774290555438175e-16,buy,buy
2.848623104636481e-16,buy,buy
2.820105530190096e-16,buy,buy
2.7918734452670465e-16,buy,buy
2.7639239918308577e-16,buy,buy
2.736254340456867e-16,buy,buy
2.70886169004579e-16,buy,buy
2.681743267540157e-16,buy,buy
2.6548963276435825e-16,buy,buy
2.6283181525428536e-16,buy,buy
2.602006051632793e-16,buy,buy
2.5759573612438787e-16,buy,buy
2.5501694443725943e-16,buy,buy
2.5246396904144717e-16,buy,buy
2.4993655148998135e-16,buy,buy
2.474344359232055e-16,buy,buy
2.44957369042875e-16,buy,buy
2.4250510008651464e-16,buy,buy
2.4007738080203323e-16,buy,buy
2.3767396542259195e-16,buy,buy
2.3529461064172447e-16,buy,buy
2.3293907558870635e-16,buy,buy
2.306071218041706e-16,buy,buy
2.2829851321596765e-16,buy,buy
2.2601301611526704e-16,buy,buy
2.2375039913289806e-16,buy,buy
2.2151043321592743e-16,buy,buy
2.1929289160447147e-16,buy,buy
2.1709754980874044e-16,buy,buy
2.149241855863125e-16,buy,buy
2.1277257891963538e-16,buy,buy
2.1064251199375317e-16,buy,buy
2.0853376917425617e-16,buy,buy
2.0644613698545139e-16,buy,buy
2.0437940408875163e-16,buy,buy
2.0233336126128092e-16,buy,buy
2.0030780137469415e-16,buy,buy
1.9830251937420868e-16,buy,buy
1.9631731225784593e-16,buy,buy
1.943519790558807e-16,buy,buy
1.9240632081049633e-16,buy,buy
1.9048014055564349e-16,buy,buy
1.8857324329710052e-16,buy,buy
1.8668543599273352e-16,buy,buy
1.8481652753295395e-16,buy,buy
1.8296632872137196e-16,buy,buy
1.811346522556433e-16,buy,buy
1.793213127085081e-16,buy,buy
1.7752612650901928e-16,buy,buy
1.7574891192395912e-16,buy,buy
1.7398948903944163e-16,buy,buy
1.7224767974269932e-16,buy,buy
1.7052330770405212e-16,buy,buy
1.6881619835905692e-16,buy,buy
1.6712617889083582e-16,buy,buy
1.6545307821258113e-16,buy,buy
1.6379672695023575e-16,buy,buy
1.6215695742534675e-16,buy,buy
1.6053360363809072e-16,buy,buy
1.58926501250469e-16,buy,buy
1.5733548756967104e-16,buy,buy
1.557604015316046e-16,buy,buy
1.542010836845905e-16,buy,buy
1.5265737617322084e-16,buy,buy
1.511291227223786e-16,buy,buy
1.496161686214175e-16,buy,buy
1.481183607085e-16,buy,buy
1.466355473550921e-16,buy,buy
1.4516757845061365e-16,buy,buy
1.4371430538724182e-16,buy,buy
1.4227558104486722e-16,buy,buy
1.4085125977620032e-16,buy,buy
1.39441197392027e-16,buy,buy
1.3804525114661183e-16,buy,buy
1.3666327972324734e-16,buy,buy
1.3529514321994807e-16,buy,buy
1.3394070313528774e-16,buy,buy
1.3259982235437826e-16,buy,buy
1.3127236513498912e-16,buy,buy
1.2995819709380566e-16,buy,buy
1.2865718519282499e-16,buy,buy
1.2736919772588806e-16,buy,buy
1.260941043053466e-16,buy,buy
1.2483177584886347e-16,buy,buy
1.2358208456634516e-16,buy,buy
1.2234490394700523e-16,buy,buy
1.2112010874655706e-16,buy,buy
1.1990757497453496e-16,buy,buy
1.1870717988174216e-16,buy,buy
1.1751880194782449e-16,buy,buy
1.163423208689684e-16,buy,buy
1.151776175457222e-16,buy,buy
1.1402457407093913e-16,buy,buy
1.1288307371784123e-16,buy,buy
1.117530009282027e-16,buy,buy
1.1063424130065146e-16,buy,buy
1.0952668157908792e-16,buy,buy
1.0843020964121962e-16,buy,buy
1.0734471448721074e-16,buy,buy
1.0627008622844514e-16,buy,buy
1.0520621607640192e-16,buy,buy
1.0415299633164241e-16,buy,buy
1.0311032037290735e-16,buy,buy
1.0207808264632321e-16,buy,buy
1.0105617865471662e-16,buy,buy
1.0004450494703572e-16,buy,buy
9.904295910787742e-17,buy,buy
9.805143974711959e-17,buy,buy
9.706984648965686e-17,buy,buy
9.609807996523937e-17,buy,buy
9.513604179841312e-17,buy,buy
9.418363459856108e-17,buy,buy
9.324076195004398e-17,buy,buy
9.230732840243981e-17,buy,buy
9.1383239460881e-17,buy,buy
9.04684015764884e-17,buy,buy
8.956272213690097e-17,buy,buy
8.866610945690028e-17,buy,buy
8.777847276912893e-17,buy,buy
8.689972221490177e-17,buy,buy
8.602976883510922e-17,buy,buy
8.516852456121163e-17,buy,buy
8.431590220632377e-17,buy,buy
8.347181545638856e-17,buy,buy
8.263617886143921e-17,buy,buy
8.18089078269488e-17,buy,buy
8.09899186052665e-17,buy,buy
8.017912828713941e-17,buy,buy
7.937645479331947e-17,buy,buy
7.858181686625419e-17,buy,buy
7.779513406186067e-17,buy,buy
7.701632674138198e-17,buy,buy
7.624531606332503e-17,buy,buy
7.548202397547913e-17,buy,buy
7.472637320701454e-17,buy,buy
7.397828726065999e-17,buy,buy
7.323769040495867e-17,buy,buy
7.250450766660155e-17,buy,buy
7.177866482283768e-17,buy,buy
7.106008839396025e-17,buy,buy
7.034870563586805e-17,buy,buy
6.964444453270125e-17,buy,buy
6.894723378955105e-17,buy,buy
6.825700282524216e-17,buy,buy
6.757368176518765e-17,buy,buy
6.689720143431532e-17,buy,buy
6.622749335006478e-17,buy,buy
6.55644897154548e-17,buy,buy
6.490812341221991e-17,buy,buy
6.425832799401581e-17,buy,buy
6.361503767969273e-17,buy,buy
6.297818734663622e-17,buy,buy
6.234771252417448e-17,buy,buy
6.172354938705183e-17,buy,buy
6.110563474896741e-17,buy,buy
6.049390605617859e-17,buy,buy
5.988830138116846e-17,buy,buy
5.928875941637668e-17,buy,buy
5.869521946799305e-17,buy,buy
5.810762144981331e-17,buy,buy
5.752590587715636e-17,buy,buy
5.695001386084243e-17,buy,buy
5.637988710123149e-17,buy,buy
5.58154678823214e-17,buy,buy
5.525669906590508e-17,buy,buy
5.4703524085786207e-17,buy,buy
5.415588694205283e-17,buy,buy
5.361373219540828e-17,buy,buy
5.307700496155885e-17,buy,buy
5.254565090565767e-17,buy,buy
5.201961623680418e-17,buy,buy
5.149884770259869e-17,buy,buy
5.098329258375143e-17,buy,buy
5.0472898688745615e-17,buy,buy
4.996761434855389e-17,buy,buy
4.946738841140767e-17,buy,buy
4.89721702376189e-17,buy,buy
4.848190969445359e-17,buy,buy
4.7996557151056685e-17,buy,buy
4.751606347342779e-17,buy,buy
4.704038001944711e-17,buy,buy
4.6569458633951285e-17,buy,buy
4.6103251643858423e-17,buy,buy
4.5641711853342003e-17,buy,buy
4.518479253905306e-17,buy,buy
4.473244744539022e-17,buy,buy
4.428463077981708e-17,buy,buy
4.3841297208226434e-17,buy,buy
4.3402401850350986e-17,buy,buy
4.296790027521992e-17,buy,buy
4.2537748496660995e-17,buy,buy
4.2111902968847675e-17,buy,buy
4.169032058189083e-17,buy,buy
4.127295865747456e-17,buy,buy
4.0859774944535705e-17,buy,buy
4.0450727614986635e-17,buy,buy
4.004577525948082e-17,buy,buy
3.964487688322083e-17,buy,buy
3.9247991901808274e-17,buy,buy
3.885508013713529e-17,buy,buy
3.846610181331719e-17,buy,buy
3.808101755266577e-17,buy,buy
3.7699788371702975e-17,buy,buy
3.732237567721449e-17,buy,buy
3.694874126234277e-17,buy,buy
3.6578847302719236e-17,buy,buy
3.621265635263517e-17,buy,buy
3.585013134125097e-17,buy,buy
3.5491235568843313e-17,buy,buy
3.513593270308992e-17,buy,buy
3.478418677539149e-17,buy,buy
3.4435962177230484e-17,buy,buy
3.4091223656566345e-17,buy,buy
3.374993631426679e-17,buy,buy
3.341206560057486e-17,buy,buy
3.3077577311611306e-17,buy,buy
3.2746437585912033e-17,buy,buy
3.2418612901000156e-17,buy,buy
3.2094070069992407e-17,buy,buy
3.1772776238239503e-17,buy,buy
3.145469888000016e-17,buy,buy
3.1139805795148377e-17,buy,buy
3.082806510591373e-17,buy,buy
3.051944525365423e-17,buy,buy
3.0213914995661567e-17,buy,buy
2.991144340199825e-17,buy,buy
2.961199985236652e-17,buy,buy
2.931555403300848e-17,buy,buy
2.902207593363737e-17,buy,buy
2.87315358443995e-17,buy,buy
2.844390435286661e-17,buy,buy
2.815915234105835e-17,buy,buy
2.7877250982494554e-17,buy,buy
2.759817173927705e-17,buy,buy
2.732188635920063e-17,buy,buy
2.7048366872893012e-17,buy,buy
2.677758559098338e-17,buy,buy
2.6509515101299286e-17,buy,buy
2.6244128266091632e-17,buy,buy
2.5981398219287404e-17,buy,buy
2.5721298363769922e-17,buy,buy
2.5463802368686326e-17,buy,buy
2.5208884166782e-17,buy,buy
2.495651795176169e-17,buy,buy
2.470667817567705e-17,buy,buy
2.445933954634031e-17,buy,buy
2.421447702476388e-17,buy,buy
2.3972065822625538e-17,buy,buy
2.3732081399759037e-17,buy,buy
2.3494499461669807e-17,buy,buy
2.3259295957075532e-17,buy,buy
2.302644707547136e-17,buy,buy
2.2795929244719475e-17,buy,buy
2.25677191286628e-17,buy,buy
2.23417936247626e-17,buy,buy
2.211812986175972e-17,buy,buy
2.1896705197359253e-17,buy,buy
2.1677497215938373e-17,buy,buy
2.1460483726277123e-17,buy,buy
2.1245642759311912e-17,buy,buy
2.1032952565911512e-17,buy,buy
2.0822391614675315e-17,buy,buy
2.0613938589753625e-17,buy,buy
2.0407572388689786e-17,buy,buy
2.0203272120283895e-17,buy,buy
2.0001017102477918e-17,buy,buy
1.980078686026196e-17,buy,buy
1.9602561123601518e-17,buy,buy
1.940631982538546e-17,buy,buy
1.9212043099394568e-17,buy,buy
1.90197112782904e-17,buy,buy
1.88293048916243e-17,buy,buy
1.8640804663866334e-17,buy,buy
1.8454191512453955e-17,buy,buy
1.8269446545860206e-17,buy,buy
1.808655106168126e-17,buy,buy
1.7905486544743117e-17,buy,buy
1.7726234665227234e-17,buy,buy
1.754877727681494e-17,buy,buy
1.7373096414850414e-17,buy,buy
1.7199174294522058e-17,buy,buy
1.7026993309062076e-17,buy,buy
1.6856536027964075e-17,buy,buy
1.668778519521852e-17,buy,buy
1.6520723727565832e-17,buy,buy
1.6355334712767e-17,buy,buy
1.6191601407891486e-17,buy,buy
1.6029507237622282e-17,buy,buy
1.5869035792577923e-17,buy,buy
1.5710170827651317e-17,buy,buy
1.5552896260365186e-17,buy,buy
1.539719616924398e-17,buy,buy
1.524305479220209e-17,buy,buy
1.509045652494819e-17,buy,buy
1.4939385919405563e-17,buy,buy
1.4789827682148235e-17,buy,buy
1.4641766672852768e-17,buy,buy
1.4495187902765537e-17,buy,buy
1.4350076533185386e-17,buy,buy
1.4206417873961437e-17,buy,buy
1.4064197382005954e-17,buy,buy
1.39234006598221e-17,buy,buy
1.3784013454046418e-17,buy,buy
1.364602165400592e-17,buy,buy
1.3509411290289602e-17,buy,buy
1.3374168533334279e-17,buy,buy
1.3240279692024563e-17,buy,buy
1.3107731212306866e-17,buy,buy
1.2976509675817269e-17,buy,buy
1.2846601798523133e-17,buy,buy
1.2717994429378312e-17,buy,buy
1.2590674548991823e-17,buy,buy
1.2464629268309841e-17,buy,buy
1.2339845827310903e-17,buy,buy
1.2216311593714156e-17,buy,buy
1.2094014061700549e-17,buy,buy
1.1972940850646823e-17,buy,buy
1.1853079703872176e-17,buy,buy
1.1734418487397473e-17,buy,buy
1.1616945188716881e-17,buy,buy
1.15006479155818e-17,buy,buy
1.1385514894796968e-17,buy,buy
1.127153447102861e-17,buy,buy
1.1158695105624539e-17,buy,buy
1.1046985375446046e-17,buy,buy
1.09363939717115e-17,buy,buy
1.0826909698851515e-17,buy,buy
1.0718521473375582e-17,buy,buy
1.0611218322750055e-17,buy,buy
1.0504989384287348e-17,buy,buy
1.039982390404628e-17,buy,buy
1.02957112357434e-17,buy,buy
1.0192640839675238e-17,buy,buy
1.0090602281651328e-17,buy,buy
9.989585231937909e-18,buy,buy
9.889579464212224e-18,buy,buy
9.790574854527257e-18,buy,buy
9.69256138028686e-18,buy,buy
9.595529119231123e-18,buy,buy
9.499468248431914e-18,buy,buy
9.404369043298457e-18,buy,buy
9.31022187659289e-18,buy,buy
9.217017217455652e-18,buy,buy
9.124745630440652e-18,buy,buy
9.033397774560074e-18,buy,buy
8.94296440233876e-18,buy,buy
8.853436358878054e-18,buy,buy
8.764804580929017e-18,buy,buy
8.677060095974923e-18,buy,buy
8.590194021322939e-18,buy,buy
8.504197563204892e-18,buy,buy
8.419062015887055e-18,buy,buy
8.334778760788823e-18,buy,buy
8.251339265610229e-18,buy,buy
8.168735083468188e-18,buy,buy
8.086957852041382e-18,buy,buy
8.005999292723722e-18,buy,buy
7.925851209786267e-18,buy,buy
7.846505489547542e-18,buy,buy
7.767954099552166e-18,buy,buy
7.690189087757687e-18,buy,buy
7.613202581729577e-18,buy,buy
7.536986787844275e-18,buy,buy
7.461533990500204e-18,buy,buy
7.386836551336706e-18,buy,buy
7.312886908460765e-18,buy,buy
7.239677575681503e-18,buy,buy
7.167201141752323e-18,buy,buy
7.095450269620637e-18,buy,buy
7.024417695685114e-18,buy,buy
6.954096229060357e-18,buy,buy
6.884478750848945e-18,buy,buy
6.81555821342076e-18,buy,buy
6.74732763969953e-18,buy,buy
6.6797801224565156e-18,buy,buy
6.612908823611263e-18,buy,buy
6.546706973539365e-18,buy,buy
6.481167870387141e-18,buy,buy
6.4162848793931916e-18,buy,buy
6.3520514322167316e-18,buy,buy
6.288461026272656e-18,buy,buy
6.225507224073257e-18,buy,buy
6.163183652576538e-18,buy,buy
6.101484002541044e-18,buy,buy
6.040402027887153e-18,buy,buy
5.9799315450647686e-18,buy,buy
5.9200664324273304e-18,buy,buy
5.860800629612101e-18,buy,buy
5.802128136926652e-18,buy,buy
5.744043014741495e-18,buy,buy
5.686539382888789e-18,buy,buy
5.629611420067071e-18,buy,buy
5.573253363251946e-18,buy,buy
5.51745950711267e-18,buy,buy
5.462224203434586e-18,buy,buy
5.40754186054733e-18,buy,buy
5.353406942758765e-18,buy,buy
5.299813969794586e-18,buy,buy
5.246757516243531e-18,buy,buy
5.1942322110081444e-18,buy,buy
5.142232736761045e-18,buy,buy
5.090753829406632e-18,buy,buy
5.039790277548181e-18,buy,buy
4.989336921960275e-18,buy,buy
4.93938865506652e-18,buy,buy
4.889940420422484e-18,buy,buy
4.840987212203813e-18,buy,buy
4.792524074699479e-18,buy,buy
4.74454610181009e-18,buy,buy
4.697048436551231e-18,buy,buy
4.650026270561771e-18,buy,buy
4.6034748436170986e-18,buy,buy
4.5573894431472235e-18,buy,buy
4.511765403759708e-18,buy,buy
4.466598106767374e-18,buy,buy
4.421882979720731e-18,buy,buy
4.3776154959450984e-18,buy,buy
4.333791174082345e-18,buy,buy
4.290405577637233e-18,buy,buy
4.24745431452829e-18,buy,buy
4.2049330366431845e-18,buy,buy
4.1628374393985506e-18,buy,buy
4.1211632613042195e-18,buy,buy
4.079906283531813e-18,buy,buy
4.039062329487657e-18,buy,buy
3.998627264389969e-18,buy,buy
3.9585969948502796e-18,buy,buy
3.9189674684590424e-18,buy,buy
3.879734673375396e-18,buy,buy
3.8408946379210315e-18,buy,buy
3.80244343017812e-18,buy,buy
3.764377157591277e-18,buy,buy
3.7266919665734994e-18,buy,buy
3.6893840421160564e-18,buy,buy
3.65244960740228e-18,buy,buy
3.615884923425227e-18,buy,buy
3.579686288609162e-18,buy,buy
3.543850038434837e-18,buy,buy
3.508372545068516e-18,buy,buy
3.4732502169947175e-18,buy,buy
3.4384794986526327e-18,buy,buy
3.404056870076183e-18,buy,buy
3.3699788465376796e-18,buy,buy
3.3362419781950544e-18,buy,buy
3.3028428497426178e-18,buy,buy
3.269778080065316e-18,buy,buy
3.237044321896448e-18,buy,buy
3.2046382614788095e-18,buy,buy
3.1725566182292305e-18,buy,buy
3.140796144406468e-18,buy,buy
3.1093536247824264e-18,buy,buy
3.0782258763166687e-18,buy,buy
3.047409747834185e-18,buy,buy
3.016902119706388e-18,buy,buy
2.986699903535301e-18,buy,buy
2.9568000418409093e-18,buy,buy
2.92719950775164e-18,buy,buy
2.89789530469794e-18,buy,buy
2.8688844661089228e-18,buy,buy
2.840164055112053e-18,buy,buy
2.811731164235834e-18,buy,buy
2.7835829151154757e-18,buy,buy
2.7557164582015058e-18,buy,buy
2.728128972471301e-18,buy,buy
2.700817665143504e-18,buy,buy
2.6737797713952993e-18,buy,buy
2.6470125540825217e-18,buy,buy
2.620513303462564e-18,buy,buy
2.59427933692006e-18,buy,buy
2.5683079986953153e-18,buy,buy
2.5425966596154524e-18,buy,buy
2.517142716828252e-18,buy,buy
2.4919435935386562e-18,buy,buy
2.46699673874791e-18,buy,buy
2.4422996269953144e-18,buy,buy
2.4178497581025656e-18,buy,buy
2.3936446569206515e-18,buy,buy
2.369681873079285e-18,buy,buy
2.345958980738843e-18,buy,buy
2.3224735783447894e-18,buy,buy
2.299223288384559e-18,buy,buy
2.276205757146871e-18,buy,buy
2.2534186544834566e-18,buy,buy
2.2308596735731666e-18,buy,buy
2.2085265306884464e-18,buy,buy
2.186416964964145e-18,buy,buy
2.164528738168638e-18,buy,buy
2.1428596344772457e-18,buy,buy
2.121407460247915e-18,buy,buy
2.1001700437991508e-18,buy,buy
2.0791452351901675e-18,buy,buy
2.058330906003243e-18,buy,buy
2.037724949128252e-18,buy,buy
2.0173252785493542e-18,buy,buy
1.9971298291338206e-18,buy,buy
1.9771365564229723e-18,buy,buy
1.9573434364252123e-18,buy,buy
1.9377484654111293e-18,buy,buy
1.918349659710653e-18,buy,buy
1.8991450555122407e-18,buy,buy
1.8801327086640725e-18,buy,buy
1.8613106944772385e-18,buy,buy
1.842677107530895e-18,buy,buy
1.824230061479372e-18,buy,buy
1.8059676888612116e-18,buy,buy
1.787888140910119e-18,buy,buy
1.7699895873678035e-18,buy,buy
1.7522702162986956e-18,buy,buy
1.7347282339065186e-18,buy,buy
1.7173618643526958e-18,buy,buy
1.7001693495765753e-18,buy,buy
1.6831489491174561e-18,buy,buy
1.6662989399383945e-18,buy,buy
1.6496176162517744e-18,buy,buy
1.633103289346625e-18,buy,buy
1.6167542874176662e-18,buy,buy
1.600568955396065e-18,buy,buy
1.584545654781888e-18,buy,buy
1.5686827634782297e-18,buy,buy
1.552978675627001e-18,buy,buy
1.537431801446363e-18,buy,buy
1.522040567069788e-18,buy,buy
1.5068034143867307e-18,buy,buy
1.491718800884895e-18,buy,buy
1.47678519949408e-18,buy,buy
1.462001098431589e-18,buy,buy
1.4473650010491872e-18,buy,buy
1.4328754256815887e-18,buy,buy
1.4185309054964641e-18,buy,buy
1.4043299883459463e-18,buy,buy
1.390271236619625e-18,buy,buy
1.3763532270990122e-18,buy,buy
1.3625745508134642e-18,buy,buy
1.348933812897547e-18,buy,buy
1.3354296324498281e-18,buy,buy
1.322060642393084e-18,buy,buy
1.3088254893359048e-18,buy,buy
1.2957228334356866e-18,buy,buy
1.2827513482629934e-18,buy,buy
1.2699097206672786e-18,buy,buy
1.2571966506439493e-18,buy,buy
1.2446108512027628e-18,buy,buy
1.2321510482375395e-18,buy,buy
1.2198159803971803e-18,buy,buy
1.2076043989579761e-18,buy,buy
1.1955150676971945e-18,buy,buy
1.1835467627679327e-18,buy,buy
1.1716982725752227e-18,buy,buy
1.1599683976533774e-18,buy,buy
1.1483559505445643e-18,buy,buy
1.1368597556785947e-18,buy,buy
1.1254786492539171e-18,buy,buy
1.1142114791198001e-18,buy,buy
1.1030571046596973e-18,buy,buy
1.0920143966757778e-18,buy,buy
1.0810822372746133e-18,buy,buy
1.0702595197540105e-18,buy,buy
1.0595451484909746e-18,buy,buy
1.048938038830796e-18,buy,buy
1.0384371169772468e-18,buy,buy
1.0280413198838764e-18,buy,buy
1.017749595146395e-18,buy,buy
1.0075609008961357e-18,buy,buy
9.974742056945817e-19,buy,buy
9.874884884289507e-19,buy,buy
9.77602738208823e-19,buy,buy
9.678159542638061e-19,buy,buy
9.581271458422234e-19,buy,buy
9.485353321108154e-19,buy,buy
9.39039542055448e-19,buy,buy
9.296388143828123e-19,buy,buy
9.203321974231095e-19,buy,buy
9.111187490337101e-19,buy,buy
9.019975365037774e-19,buy,buy
8.929676364598455e-19,buy,buy
8.84028134772343e-19,buy,buy
8.751781264630528e-19,buy,buy
8.664167156134968e-19,buy,buy
8.577430152742399e-19,buy,buy
8.491561473751004e-19,buy,buy
8.406552426362599e-19,buy,buy
8.322394404802626e-19,buy,buy
8.239078889448964e-19,buy,buy
8.156597445969453e-19,buy,buy
8.074941724468061e-19,buy,buy
7.994103458639585e-19,buy,buy
7.914074464932834e-19,buy,buy
7.834846641722168e-19,buy,buy
7.756411968487347e-19,buy,buy
7.678762505001584e-19,buy,buy
7.601890390527726e-19,buy,buy
7.525787843022482e-19,buy,buy
7.45044715834862e-19,buy,buy
7.375860709495051e-19,buy,buy
7.3020209458047145e-19,buy,buy
7.228920392210201e-19,buy,buy
7.156551648477023e-19,buy,buy
7.084907388454465e-19,buy,buy
7.013980359333926e-19,buy,buy
6.943763380914693e-19,buy,buy
6.874249344877066e-19,buy,buy
6.805431214062753e-19,buy,buy
6.737302021762477e-19,buy,buy
6.669854871010707e-19,buy,buy
6.603082933887454e-19,buy,buy
6.536979450827058e-19,buy,buy
6.47153772993389e-19,buy,buy
6.406751146304908e-19,buy,buy
6.342613141358996e-19,buy,buy
6.279117222173011e-19,buy,buy
6.216256960824485e-19,buy,buy
6.154025993740901e-19,buy,buy
6.092418021055483e-19,buy,buy
6.031426805969442e-19,buy,buy
5.971046174120601e-19,buy,buy
5.911270012958341e-19,buy,buy
5.852092271124805e-19,buy,buy
5.793506957842298e-19,buy,buy
5.735508142306818e-19,buy,buy
5.67808995308766e-19,buy,buy
5.621246577533029e-19,buy,buy
5.564972261181606e-19,buy,buy
5.509261307180001e-19,buy,buy
5.454108075706038e-19,buy,buy
5.399506983397821e-19,buy,buy
5.345452502788505e-19,buy,buy
5.291939161746732e-19,buy,buy
5.2389615429226675e-19,buy,buy
5.186514283199584e-19,buy,buy
5.134592073150931e-19,buy,buy
5.083189656502841e-19,buy,buy
5.032301829602022e-19,buy,buy
4.98192344088897e-19,buy,buy
4.932049390376461e-19,buy,buy
4.882674629133254e-19,buy,buy
4.833794158772977e-19,buy,buy
4.785403030948119e-19,buy,buy
4.737496346849088e-19,buy,buy
4.690069256708292e-19,buy,buy
4.643116959309178e-19,buy,buy
4.596634701500183e-19,buy,buy
4.550617777713561e-19,buy,buy
4.505061529489017e-19,buy,buy
4.459961345002118e-19,buy,buy
4.415312658597418e-19,buy,buy
4.371110950326261e-19,buy,buy
4.327351745489212e-19,buy,buy
4.284030614183064e-19,buy,buy
4.2411431708523857e-19,buy,buy
4.198685073845553e-19,buy,buy
4.1566520249752297e-19,buy,buy
4.115039769083247e-19,buy,buy
4.0738440936098353e-19,buy,buy
4.033060828167175e-19,buy,buy
3.992685844117211e-19,buy,buy
3.9527150541536957e-19,buy,buy
3.913144411888418e-19,buy,buy
3.87396991144157e-19,buy,buy
3.8351875870362184e-19,buy,buy
3.796793512596836e-19,buy,buy
3.7587838013518484e-19,buy,buy
3.7211546054401636e-19,buy,buy
3.683902115521638e-19,buy,buy
3.647022560391445e-19,buy,buy
3.610512206598298e-19,buy,buy
3.574367358066506e-19,buy,buy
3.5385843557218e-19,buy,buy
3.503159577120916e-19,buy,buy
3.4680894360848797e-19,buy,buy
3.4333703823359657e-19,buy,buy
3.398998901138289e-19,buy,buy
3.364971512941997e-19,buy,buy
3.33128477303102e-19,buy,buy
3.2979352711743524e-19,buy,buy
3.26491963128082e-19,buy,buy
3.232234511057309e-19,buy,buy
3.1998766016704105e-19,buy,buy
3.1678426274114584e-19,buy,buy
3.1361293453649143e-19,buy,buy
3.104733545080078e-19,buy,buy
3.0736520482460806e-19,buy,buy
3.042881708370133e-19,buy,buy
3.012419410458994e-19,buy,buy
2.982262070703631e-19,buy,buy
2.9524066361670304e-19,buy,buy
2.9228500844751424e-19,buy,buy
2.8935894235109118e-19,buy,buy
2.864621691111376e-19,buy,buy
2.835943954767795e-19,buy,buy
2.807553311328783e-19,buy,buy
2.7794468867064106e-19,buy,buy
2.751621835585252e-19,buy,buy
2.7240753411343424e-19,buy,buy
2.6968046147220204e-19,buy,buy
2.669806895633624e-19,buy,buy
2.6430794507920156e-19,buy,buy
2.616619574480898e-19,buy,buy
2.5904245880709113e-19,buy,buy
2.5644918397484596e-19,buy,buy
2.5388187042472625e-19,buy,buy
2.513402582582587e-19,buy,buy
2.488240901788145e-19,buy,buy
2.4633311146556212e-19,buy,buy
2.4386706994768107e-19,buy,buy
2.4142571597883365e-19,buy,buy
2.390088024118924e-19,buy,buy
2.3661608457392055e-19,buy,buy
2.342473202414028e-19,buy,buy
2.319022696157242e-19,buy,buy
2.2958069529889433e-19,buy,buy
2.2728236226951502e-19,buy,buy
2.250070378589878e-19,buy,buy
2.227544917279604e-19,buy,buy
2.205244958430083e-19,buy,buy
2.1831682445355046e-19,buy,buy
2.161312540689955e-19,buy,buy
2.1396756343611702e-19,buy,buy
2.1182553351665537e-19,buy,buy
2.0970494746514352e-19,buy,buy
2.0760559060695513e-19,buy,buy
2.0552725041657212e-19,buy,buy
2.0346971649607007e-19,buy,buy
2.0143278055381877e-19,buy,buy
1.9941623638339614e-19,buy,buy
1.9741987984271325e-19,buy,buy
1.954435088333482e-19,buy,buy
1.9348692328008704e-19,buy,buy
1.915499251106693e-19,buy,buy
1.8963231823573663e-19,buy,buy
1.8773390852898173e-19,buy,buy
1.8585450380749636e-19,buy,buy
1.83993913812316e-19,buy,buy
1.8215195018915918e-19,buy,buy
1.8032842646935967e-19,buy,buy
1.7852315805098963e-19,buy,buy
1.767359621801717e-19,buy,buy
1.7496665793257811e-19,buy,buy
1.732150661951151e-19,buy,buy
1.714810096477906e-19,buy,buy
1.6976431274576353e-19,buy,buy
1.6806480170157276e-19,buy,buy
1.6638230446754392e-19,buy,buy
1.6471665071837243e-19,buy,buy
1.6306767183388085e-19,buy,buy
1.6143520088194886e-19,buy,buy
1.5981907260161406e-19,buy,buy
1.5821912338634208e-19,buy,buy
1.5663519126746404e-19,buy,buy
1.5506711589777988e-19,buy,buy
1.5351473853532585e-19,buy,buy
1.5197790202730448e-19,buy,buy
1.5045645079417544e-19,buy,buy
1.489502308139056e-19,buy,buy
1.474590896063769e-19,buy,buy
1.459828762179502e-19,buy,buy
1.4452144120618367e-19,buy,buy
1.4307463662470425e-19,buy,buy
1.4164231600823042e-19,buy,buy
1.4022433435774507e-19,buy,buy
1.3882054812581667e-19,buy,buy
1.3743081520206747e-19,buy,buy
1.3605499489878712e-19,buy,buy
1.3469294793669037e-19,buy,buy
1.3334453643081732e-19,buy,buy
1.320096238765748e-19,buy,buy
1.3068807513591753e-19,buy,buy
1.2937975642366763e-19,buy,buy
